,train,val,test
107,532D5AB3-7F95-4A32-BC95-547F9675FC05,,
108,7297890F-DCD4-4B5F-93B7-C744A0F580E5,,
109,5D1F833E-51BF-403A-A21A-FC13DD617BB2,,
110,EE8237B7-D026-43FF-A373-1D7F159D6ABB,,
111,3458F34F-A3B8-421B-90B3-ED8305A7A1B2,,
112,DE360110-59CE-4881-B083-6E88009FB671,,
113,0EBA08F4-CE64-486B-B366-85C3B92F9A5E,,
114,8D70A1E2-EC13-41E0-8978-F52B71FD13AE,,
115,81D39D32-6A57-49AA-B72A-C7E0900B88B6,,
116,EED2BF6E-9C39-42CD-8112-55D5F1A5E2A1,,
117,4D2326E3-FBB5-4539-9271-6549EF8E98CC,,
118,7BB9F822-8C0D-4A0B-B077-AE55700E1790,,
119,FE863160-EB44-4D15-B4FC-C2521F2A1BD7,,
120,FE83B53A-4E2D-4CC2-9078-CFA26A0484A3,,
121,4FFB4E01-0481-4FFB-BF2E-F2E1C7D41F0B,,
122,6E614FCF-747F-4E85-AF46-41E4753D408B,,
123,D53B0242-4C29-46E3-9FA6-747D6F4A45CD,,
124,65229D69-BC8C-41AD-86EF-6451B4840BED,,
125,FF36FC08-C989-4EB2-9541-EAE8A5B65D8B,,
126,FEA24823-853F-4A3E-87B9-D7EBA38A8506,,
127,D6F8B9A6-FD94-47D6-BD99-80F04B74D7F9,,
128,42597D71-B97D-4384-91C4-A39EC66C136C,,
129,9B27D51D-F628-4687-9E7E-02D21B028958,,
130,C48CD261-FE2C-430E-BA88-80C73F6D310A,,
131,9C13E1A3-3A06-4E7D-8A4C-5CF42DB813AA,,
132,2B9572D8-54FD-4F5C-84AD-75D94D51072A,,
133,E343EB9E-C7CA-4707-8B2A-751A28E3FF5F,,
134,86B96A2A-A0D6-47C9-9A88-6694187B1716,,
135,E7BD628B-896B-4368-A131-9C1BD0985F08,,
136,05150041-9E79-48F5-B53E-2578917E89C8,,
137,AC51C049-78D1-4E36-BB87-40EA68EDC5C9,,
138,BAEF5546-DCE3-4C12-A3A8-2C0827288B10,,
139,2E011845-DD1C-4693-9918-3482F7E500FE,,
140,AA650DC7-1986-4368-A0E8-4DA20FD540DF,,
141,49B41A33-DB9F-43B1-9532-8A770C3BCECF,,
142,02F9D88F-88BD-4CA5-85B8-9234FD3E65B0,,
143,0E24ACED-CA11-404D-ABE0-13953A665B7B,,
144,6C962FB1-C3CE-4A42-B162-9E2A9E49184F,,
145,8AE71B6A-20DA-495D-B982-390451757CAD,,
146,4B40B780-4B19-491D-8812-49AEF33CCAA6,,
147,8815CEC7-F027-483D-A588-75023E7D774E,,
148,45442F93-E626-4D8A-912B-45E0ED42BE60,,
149,8ACF6EF9-B2C9-4B08-AD57-089603AB616F,,
150,5EDF66C6-F5BE-447E-89FA-E864AF6AA2E0,,
151,4EEE4C8E-9AE2-4969-884E-4F9B1E45ECC9,,
152,0880DA44-AEEF-46C3-9A5C-E145CBC0FF34,,
153,E11314B5-31EB-4246-98CA-1E7CC240F9FA,,
154,511B6ECD-8A39-4733-BA15-BF5260EB9911,,
155,827FE5FF-E13B-4360-8C0F-EEF7F0DD032B,,
156,56684B15-D2D3-4120-8DD9-FA28E416F0FB,,
157,2A79FDCE-C130-4EE7-B070-F358088FA07E,,
158,F1E98674-20D2-4285-8138-EC8E4F3821FD,,
159,E284AFBE-131D-432B-AA4A-2A241ADA9FCB,,
160,499502DF-3DFC-426B-95F9-8D5224AB266F,,
161,B587B45D-B0F1-44B4-9AC9-5A1B34C6F687,,
162,B5C40575-509B-461C-B6A8-10A1509BF643,,
163,6D34D75A-268E-4EB1-9C59-BF89CAC52D56,,
164,94ABE04F-C68F-4343-9897-8FD21CE68BA6,,
165,E67553C4-CBFB-4121-9A33-CB4E0148D214,,
166,4BB4453C-99D4-4152-AFFA-3B0CED652A86,,
167,D33A46BB-6888-4392-996E-FE65611A9C72,,
168,57F1D507-3279-4767-A320-2631E7EE3ABE,,
169,DBB49E20-8449-484C-8759-D051C3769BEC,,
170,A4A33C96-BB05-4202-BDB4-0D215364A315,,
171,92B66650-CE30-4E7C-A30A-7BAF682BFA73,,
172,106DD4A0-5218-4FCF-9E72-A11BFC702C12,,
173,BDDEFC92-F6F9-4560-92A1-F5F2ABCB7DBB,,
174,72F6C6F5-2F64-4A0A-B0B9-E6888BB4C02B,,
175,BA33D42F-BF40-49FA-8106-F6323BDEEF13,,
176,70F99254-F4CB-4E13-9956-A5DE2B9D3DD1,,
177,C86F90B1-4A31-494C-B7E0-595D2ED922AF,,
178,2250C39A-E3D6-4B79-809E-22CA3C910D05,,
179,2F512D8E-7AC4-43F5-88C5-DC9BAAE1890D,,
180,1E8D3C3C-F6A2-469C-B508-C935E28B9401,,
181,31F6540B-F6D9-49FF-9811-4518303B5CBB,,
182,CD39FBC9-2FA8-4F33-87F0-FED3BFD0F772,,
183,BEEFC089-561F-4412-8AE2-A487C0F60E0B,,
184,6D7671FA-C8B2-43AB-91AA-E448EC39834B,,
185,5298DD29-D9CB-490E-B3CF-311D2B9F3F57,,
186,1FE4643F-FA89-47A5-BDC6-50F678669D99,,
187,51053D36-9D40-45F1-9960-73E356FCBC9C,,
188,463C798B-05D9-4958-93B2-73257C734827,,
189,7AB84AC0-E711-400B-9F20-30CBAA25F42C,,
190,73AD5C28-D092-472A-8CA1-F4C6548941D0,,
191,D466972F-DA25-427E-96D6-7BBC522E7EAE,,
192,4518538A-8583-4E4A-8E66-FD3F110C7C0D,,
193,98A00BE2-21AF-49B5-96FC-E6BD4C207D67,,
194,A2140954-930A-446D-B9F6-F398EA4EA09E,,
195,04C2C329-D1AA-4754-BCBA-B8517D40C584,,
196,3826D077-BF33-457F-8B9F-9CAAFD1CCAF2,,
197,5E087BAA-B469-45AC-9F9E-70252F0AEC2D,,
198,4B17C109-7100-41E5-BE91-E52551D80556,,
199,76BA20BD-3FF0-4779-BC08-EBEB641502AE,,
200,E361927E-4985-43B4-95C2-B9629BA2A38E,,
201,738B71ED-9BD8-483C-AA4A-9BCB583D0236,,
202,ABF253FB-03E1-4DBD-8C2B-9BF18B98ECC2,,
203,5125D0F0-D962-484E-AA41-5713163B8BB8,,
204,651AE2F2-4EAC-4081-ACC0-85F1FBA8860F,,
205,D7843C78-6351-443D-BDDF-8FCCA752E81A,,
206,8C199965-954D-44E7-963E-A21FAEB2AC70,,
207,42AFBD96-8636-4447-9D22-7D48E93C072F,,
208,8AA0A98C-4BCB-4D19-91D2-BD1270A09F17,,
209,B9211FD7-9590-4404-9EBE-95BFED730C21,,
210,ECB7D7C0-FF7A-45F3-849C-F5FE40C1BFF0,,
211,1D1B98E5-7B98-4B6A-876B-3EE7E1807381,,
212,0000C99F-AC7A-4908-84E3-EE665869A09C,,
213,9F4ED239-C3B0-4018-B3A1-BF0401199614,,
214,9AC53203-C68C-4A4D-9625-C631F0C98434,,
215,E2B2FE97-7CED-4A45-9962-94A582A04EA5,,
216,F8313EDD-DAE7-4ED1-AF79-C1CA4C5F389B,,
217,6EBA9F6E-6E36-481C-A716-21C5247289A8,,
218,7807B668-F9F2-488C-8B7E-92976D89A245,,
219,564A60D2-5DAC-4D5B-A818-622B4A22F84A,,
220,498FD9C1-1BBB-4777-BE3D-45DB2E28E36D,,
221,3DED921D-60E1-4EB9-B749-0B38A62365D6,,
222,74C0CEB4-7562-4F6E-8ABA-6177C7ABB3BC,,
223,3D79A6C2-2184-42D2-BC3C-7230008BCDDC,,
224,4E473871-F1AC-401E-886D-13E71BD1B122,,
225,A1115979-0C27-4F4C-B704-24C3A1BD1427,,
226,3CE4A8B6-E2F4-4439-AEF0-935B661EFDAF,,
227,0EA03369-97F8-4E0E-AC3E-6B0C758612DC,,
228,6B071DA2-F387-43C5-9A51-0288A79FBD3B,,
229,2BC1FCA8-A28E-4270-B918-B3CAA920A603,,
230,CF046F13-B220-4E09-981A-4BC7BB944BB7,,
231,3F1FC06B-215C-48B7-ABD8-999045ED7C73,,
232,6781A535-7E87-48E2-9880-A4EB71FA7056,,
233,C3763223-1050-4A8C-A357-B1C561A62089,,
234,D4D5AE14-4EC0-4A28-AFD3-CF3E0AC1A653,,
235,B9AB0DA6-46E6-498F-A470-3C979523299C,,
236,251EFE50-DFCA-48C1-9BB0-CE00899BFC1B,,
237,BD0A7A3B-788E-4C17-B7DA-97740281F410,,
238,B53806EB-FB6C-488E-86E2-7AB62596A73D,,
239,9FC4E225-2261-4D9E-B585-64D040C74AE5,,
240,9799A7F5-173B-4410-B7B4-6C0FC3020AAC,,
241,0FF6CC25-7EF7-4E83-BD57-5C6C75204E85,,
242,399A7690-5232-490C-BCB5-EF27AE74D50B,,
243,E2431623-5E8D-43DD-834A-9C4D6CC9DBEB,,
244,11C8879A-2078-4D07-9369-1A771CEC162C,,
245,E0ED8FCB-439E-4727-AC36-6FF158861166,,
246,2A993444-BACA-4D7D-87C1-EB89CC1A6B33,,
247,12841E65-5321-41EA-A109-EF7FAEB73636,,
248,DD22B36B-6310-45E5-BFA3-A3FA8B011248,,
249,8F02FC9A-6CDF-4BCD-AFF6-453554887BF0,,
250,4A47644B-791C-4730-A674-BBDF8F1E2572,,
251,4CE1F2E4-2858-4D8D-AC9A-224373E7C989,,
252,72289F92-7141-4C5B-B605-B65E673B5F24,,
253,5A60AC94-01A0-447D-BBA0-620ACA720618,,
254,BE18537E-47DB-4FD3-BFBC-2691C5FF6630,,
255,79553E04-CD4A-423E-9B5E-FFA986B49B0B,,
256,AF7669C8-E3BA-4549-9329-9653CB1A82DF,,
257,9C1F73A0-02E7-4262-B36E-AE056EDD767B,,
258,104E2070-1922-4CBC-93A8-60ADA598B309,,
259,653F141D-74E4-4147-A11B-76765A9BA9F4,,
260,989EF28E-9798-44BF-BB89-505D6EF1F47C,,
261,2C64BE56-35EB-48C3-9860-3355122372F5,,
262,06B83FBB-6AFF-436F-BDAD-CE505019ACFA,,
263,20AA4F76-9BD6-4139-AC74-7EFCAC559EA9,,
264,09286880-A087-4AFA-B4AA-F5DEFCE4C9EA,,
265,60AF8D86-FC8F-4305-AD63-50A980C1D33B,,
266,0FFDE646-A4BC-4E3C-887E-7D68686F17EB,,
267,849A27E5-1C3D-47CB-99BD-95458658D579,,
268,EE716F65-009C-4A0B-96BC-AE41B6A9CAE7,,
269,0CCFAF9A-21A1-4F9C-A550-AC2B51403C20,,
270,FF358FD5-76CA-47DF-8EC0-2181F0B5E7F9,,
271,C2E17658-6700-4321-9F5B-A8B8165E694E,,
272,92D53376-D4FA-42DD-8706-FA3A173F0FB0,,
273,4978A872-F86F-4768-8619-50C2214A918B,,
274,2598B650-FEB7-408D-943C-5802092C81F1,,
275,5F9BF5C2-4CF7-4F44-A06A-6B1092B236F4,,
276,99E28B3A-A12E-496E-B106-3AAB7BE90702,,
277,DA1A9260-6E0A-4A8F-A881-9598A80E38AF,,
278,060BA854-FA34-4422-880C-48E4B4CCC6B0,,
279,E5CE5264-9CFE-4392-B4B9-9AC60A1968CF,,
280,D9A4236C-7C02-4480-8424-F45E82D2CEF9,,
281,0E222008-B4D6-491A-B932-1BFDCF20EFEF,,
282,5239DDD8-1945-41B3-9A9D-A67691EF3360,,
283,1AC96070-C470-4D25-94F9-3A1C79860272,,
284,856F895C-F446-48CE-8E24-DCF6882E86C7,,
285,C583228E-F74C-4E94-A100-4D879381438B,,
286,23A13ABF-EDEE-4B9B-B28D-49985F887BBE,,
287,EF8E3A9F-03D1-45B7-865B-C74E000A9230,,
288,98D16ACB-B94B-41CE-A912-482F11F63F4A,,
289,AF802B07-1F12-402A-9AC6-889170BBF268,,
290,DCD61B52-3139-4841-B443-2917670481A2,,
291,D5C2778E-4DC7-4BEA-9F19-3C9D7D841BDB,,
292,BDD3D39A-345B-4255-83DC-D40B275E8DC4,,
293,93152AB8-C92D-408B-883C-C567E06B8291,,
294,14D40146-4F74-4FA2-B9C5-AEF9C3B06D31,,
295,9C70DEAD-A1CC-40C8-9479-4500ABD2C669,,
296,992EB23C-28B4-4E71-97AA-135D552AD455,,
297,D63BADE9-DCEA-4D01-ADD3-277E449545B6,,
298,39D8F49C-E59D-4F3F-90A8-CE8B761B4C38,,
299,C7D5FB24-A19E-4D0B-A4D4-FDE8C3404DBD,,
300,F98645B9-3243-4160-B041-241AEE08BD57,,
301,0EF25EEA-84F0-46BE-B048-D49CFF94F2F0,,
302,37172252-4525-4DEC-9A18-8C289F55CDE3,,
303,B7712474-1B33-473B-8AC5-935309BD77E0,,
304,371D86E0-A00D-4A8D-B3B0-FD02FAC539BB,,
305,F1D867EF-0BD6-4D72-B25E-BE7340BB5A7F,,
306,B1BF1AB7-63A7-4CA0-9030-81D406E446A1,,
307,BEF41E8F-B5FF-45EE-8CAB-B10F1DD62E73,,
308,A030254B-C962-4C9F-AB31-60D677DC6D67,,
309,9635B78E-BC4E-4A0E-88BB-4DF479EEC581,,
310,341846BF-994C-4CCB-BA25-700A2C889AF0,,
311,2920000A-5627-4EE4-96A1-97BAE3AB4261,,
312,0E03FE21-195A-4BAD-BEE0-436471F4C306,,
